user_id,birth_date,sex
3180,10/11/1990,male
18517,23/07/92,male
18023,11/11/1990,male
15856,31/10/88,female
21130,18/07/92,male
11819,1/4/1995,female
5725,21/09/97,female
7432,6/7/1992,female
5610,22/08/94,male
7360,23/03/94,female
18553,15/10/95,female
4606,8/12/1991,male
18959,3/9/1990,male
15683,1/7/1991,female
7614,3/10/1995,male
902,2/4/1990,male
9496,29/10/91,female
19573,2/7/1999,female
3122,21/01/91,male
12627,5/4/1998,female
827,21/10/95,female
19157,16/10/89,female
12580,25/11/90,female
15213,14/06/94,male
5017,8/2/1995,male
109,28/09/91,male
20430,9/8/1997,female
9914,25/07/91,male
12013,26/06/93,male
7730,4/9/1990,male
8962,11/1/1993,female
2006,1/9/1995,female
2881,18/02/92,female
6887,23/08/93,female
17908,30/07/96,male
5671,15/11/95,female
6755,11/6/1995,female
16262,19/07/92,female
1505,4/8/1990,male
20996,6/10/1992,female
12419,27/12/95,male
9965,24/09/93,female
20898,19/02/91,female
6907,26/09/89,female
12014,6/4/1995,male
13135,29/11/91,female
12571,3/10/1993,female
21041,2/8/1998,male
6587,25/03/96,female
21001,28/03/94,female
4153,7/2/1994,female
13331,8/10/1993,male
1253,4/5/1994,female
13329,6/9/1991,female
14523,25/04/95,female
4883,20/01/97,female
19337,19/04/91,female
4995,19/05/94,female
8044,10/7/1990,male
19748,21/12/94,male
19515,,female
8389,29/01/96,female
12062,24/12/95,male
16190,12/10/1990,female
6780,26/10/87,female
9568,13/11/94,male
6150,22/05/88,male
7481,9/7/1988,male
9850,11/7/1990,female
16466,13/04/93,male
7693,1/9/1998,female
8555,23/12/96,female
7268,26/11/94,female
14988,26/04/91,male
10165,20/03/93,male
8801,4/7/1994,female
869,16/06/92,male
1215,24/03/97,female
20119,24/08/91,female
939,22/04/95,male
1428,18/03/89,male
909,10/4/1992,female
2939,13/10/94,female
17592,27/02/94,male
9948,5/2/1997,female
5980,27/03/92,male
3863,15/06/95,female
10794,1/1/1993,male
9530,25/07/89,female
10708,5/10/1991,male
17328,21/05/91,female
10450,17/06/85,male
8643,17/10/90,male
6793,23/08/89,male
18942,23/05/93,male
17707,17/12/95,female
17575,27/01/92,male
19002,15/11/95,male
7739,10/12/2000,male
18745,23/01/91,male
10256,12/10/1991,female
1304,16/08/95,male
2623,26/02/89,male
16859,2/12/1992,female
2474,28/12/93,male
4426,29/04/95,male
16848,12/7/1989,female
8527,26/11/93,female
19613,30/01/94,female
10059,26/12/93,male
20474,8/11/1994,male
14312,28/04/97,male
18297,19/09/94,male
17277,12/2/1995,male
19690,14/10/90,male
12337,17/04/96,male
16317,26/10/90,female
9224,12/2/1994,male
954,5/12/1994,male
2410,4/3/1993,male
15165,6/8/1992,male
11086,29/05/92,male
1335,10/2/1991,male
517,10/2/1992,female
17290,12/12/1996,male
12622,2/8/1994,female
18407,28/03/88,male
9589,6/1/1993,female
2701,12/2/1999,female
12941,24/03/92,male
13394,13/01/88,male
7452,27/06/89,female
18632,14/07/92,female
8366,3/2/1992,female
13151,2/12/1990,male
13973,13/02/93,female
1644,9/1/1994,female
6125,20/03/88,male
13328,14/10/93,male
19778,3/12/1989,female
1276,2/1/1997,male
6702,5/11/1994,male
19260,8/11/1995,female
3242,25/07/91,male
961,3/6/1994,female
18754,20/06/94,male
12071,22/03/95,male
12166,17/04/92,male
11316,6/1/1990,male
3931,30/04/94,female
19336,9/1/1991,male
6864,26/09/92,female
4337,22/05/94,female
4667,27/09/91,female
20504,9/1/1989,male
4634,26/10/99,male
7,13/10/90,female
2658,8/11/1987,male
14077,28/02/93,male
19577,6/8/1990,male
5018,5/1/1990,female
7977,9/4/1991,female
17073,2/1/1992,female
7999,11/2/1989,female
18691,18/08/89,female
1771,5/3/1992,female
8895,15/11/90,female
9582,1/3/1995,female
61,13/02/93,male
18960,29/04/92,male
1906,21/10/92,male
18243,6/7/1994,female
246,22/03/89,female
3443,23/09/91,male
1163,1/9/1990,female
12635,31/03/96,female
20539,1/2/1994,male
3607,1/8/1994,female
6952,10/3/1993,male
17817,30/01/88,female
14540,1/10/1985,female
11408,20/02/92,female
20841,28/08/91,male
5124,20/03/93,female
11864,26/02/94,male
18193,1/4/1990,male
2751,18/10/93,male
5924,12/7/1995,female
8842,8/12/1990,male
20899,11/2/1993,male
4424,12/10/1991,female
7368,22/10/91,male
10916,1/1/1990,male
13370,11/12/1990,male
20639,17/02/90,male
3849,29/11/92,male
19006,24/11/92,male
14997,25/07/91,female
2135,7/12/1991,male
8306,1/4/1991,female
11284,6/8/1991,male
10214,6/9/1986,male
5575,14/02/93,male
17561,12/4/1991,female
2555,23/03/92,male
2010,7/12/1988,male
15273,6/9/1994,female
10054,25/12/95,female
474,27/04/89,female
12794,21/07/90,female
9673,5/2/1992,female
17455,9/9/1994,female
1413,25/02/89,male
10840,10/6/1991,male
18042,2/4/1994,male
13841,17/12/93,female
18725,2/6/1994,female
18007,25/10/88,male
14671,22/02/93,female
1578,21/06/95,female
16294,10/4/1994,female
11696,13/08/89,female
18003,28/12/90,male
12211,11/8/1994,female
15117,12/11/1995,female
1595,10/4/1994,male
8768,3/12/1991,male
12803,22/10/93,female
3783,31/03/94,female
215,18/08/92,male
838,7/4/1994,female
10344,16/09/95,male
150,18/07/96,male
7019,5/4/1995,male
17547,31/08/94,female
7382,31/12/91,male
13789,21/06/92,male
114,24/12/94,male
3795,9/9/1989,female
9935,5/1/1996,male
7858,22/01/90,male
16009,19/11/95,female
16328,8/8/1993,male
6317,3/6/1990,female
12106,26/04/90,female
11716,11/1/1995,male
16456,28/06/92,male
1643,8/10/1995,female
20068,2/4/1993,female
16584,14/07/91,female
5294,14/03/94,male
10238,18/08/88,female
8848,1/5/1991,female
15323,26/10/90,female
9584,27/03/94,female
15620,17/01/93,male
1549,12/11/1991,female
9409,24/04/90,female
5000,30/09/90,female
5462,18/10/93,female
19107,26/12/94,female
7181,6/12/1995,female
7442,30/10/86,male
7671,30/07/89,female
6423,14/09/88,female
4899,2/2/1993,male
8405,19/02/87,female
7188,12/4/1991,male
918,14/01/92,male
10804,15/02/94,male
16283,20/07/96,female
15924,26/10/90,female
7486,25/06/92,female
10845,11/9/1992,female
13849,18/05/96,male
1547,3/3/1998,female
8679,22/09/95,male
14232,5/4/1990,male
16420,23/06/87,female
20619,22/06/94,female
3881,3/8/1993,female
3502,26/12/96,male
14683,16/06/95,female
8400,24/10/91,male
19979,21/10/94,female
9079,28/05/92,female
8491,24/04/89,male
17223,14/03/93,female
7059,11/11/1995,female
798,18/02/88,female
2992,10/1/1991,female
3351,15/02/92,female
19710,28/10/91,female
5206,13/04/93,male
4528,17/10/90,male
13055,29/06/96,male
11397,28/09/92,male
9858,5/12/1995,female
7289,17/11/92,female
2622,5/12/1990,female
3686,26/02/93,female
9190,17/11/87,female
8131,8/10/1992,male
17034,30/07/94,female
14217,20/10/91,female
13632,10/1/1992,male
12914,4/10/1991,female
2699,14/07/92,female
6913,7/12/1992,female
9595,4/2/1990,female
20491,14/02/97,female
8502,12/8/1990,male
17582,31/03/94,male
14509,18/12/92,male
4072,6/2/1995,female
8436,17/03/89,female
17512,27/04/98,male
16636,18/01/96,male
4902,2/11/1993,female
11762,22/10/90,female
3011,19/04/96,male
16906,3/4/1991,female
770,16/09/89,female
20312,23/02/95,female
5550,10/9/1999,male
9960,16/08/90,male
12937,25/02/93,female
6891,9/12/1992,male
3969,29/09/89,male
5813,11/8/1990,male
4137,30/03/94,female
15537,9/4/1992,male
8116,7/2/1995,male
6089,19/06/91,female
11509,19/11/92,male
17964,17/04/91,male
14659,12/6/1994,male
15105,31/01/92,female
18114,11/10/1991,male
12306,17/02/91,male
1994,17/06/92,male
7249,29/03/98,male
2913,19/04/91,male
12988,8/12/1995,female
5600,21/11/89,male
17102,27/09/92,female
2632,10/9/1992,female
4519,19/06/94,male
18154,19/11/87,male
15869,25/10/94,male
624,18/11/88,male
7265,11/3/1988,male
2027,7/1/1984,female
20921,24/11/88,male
15902,24/11/92,male
11718,8/3/1995,female
18210,23/08/94,male
14971,8/9/1996,female
16249,3/11/1988,male
21291,26/08/91,female
9000,7/8/1995,female
20742,1/7/1990,male
20427,15/04/92,male
1745,19/09/89,female
10704,20/07/91,male
11494,10/7/1995,female
19208,29/01/92,female
14801,9/1/1990,male
18715,22/03/92,female
17232,27/03/92,male
4186,4/12/1995,female
19587,11/4/1994,female
209,13/05/92,male
7003,29/04/90,female
1605,13/02/94,male
14495,19/07/93,female
15904,31/08/86,male
13663,6/3/1995,male
11070,7/3/1993,female
12517,11/3/1995,female
10326,24/07/92,male
2702,28/04/90,female
19667,20/04/90,male
3419,13/06/91,male
8019,8/2/1989,female
16247,6/8/1992,female
6523,11/10/1990,male
18115,30/04/95,female
16973,12/10/1989,female
9391,18/04/94,female
16917,22/01/89,male
21170,17/06/95,female
254,28/09/91,male
20417,14/10/91,female
2447,17/10/91,female
8401,8/1/1993,male
9413,25/04/88,female
11162,7/7/1991,female
8447,8/10/1995,male
5644,13/01/94,female
13241,19/03/89,male
14622,30/01/95,male
15842,6/8/1987,female
20618,18/08/93,male
16006,25/08/97,male
17689,6/3/1990,female
3776,13/02/95,male
11461,5/11/2002,male
4535,7/8/1992,male
4968,20/03/96,female
21137,2/3/1992,female
2083,15/10/90,male
1838,29/06/90,female
8501,25/04/93,male
18256,29/01/97,male
19447,24/02/89,female
9525,10/6/1992,female
5762,26/07/92,male
19687,14/12/96,female
19586,24/08/94,female
198,29/04/92,male
21059,20/04/93,female
14359,15/04/92,male
8554,19/06/95,female
9189,7/6/1997,male
1971,2/11/1991,male
8973,26/02/93,female
2209,29/09/89,male
15665,9/1/1989,female
11097,26/02/93,male
10431,20/09/93,male
548,28/02/89,male
19798,15/03/90,male
4988,21/02/95,female
8486,31/07/87,female
16261,14/12/91,female
14707,16/02/93,female
4132,26/04/96,female
3007,9/9/1993,female
18483,20/02/91,male
4766,2/9/1991,female
8675,14/10/88,male
2958,28/12/89,male
20558,10/5/1995,male
2659,6/4/1993,female
21065,30/08/93,male
3400,11/9/1994,male
1224,11/9/1994,male
15441,11/4/1995,female
18183,28/04/95,male
21115,19/12/92,female
20318,9/10/1991,male
15757,12/5/1989,male
5746,18/01/95,female
19096,15/03/94,female
4374,29/04/01,male
17318,20/03/93,male
7089,17/03/92,male
16496,28/03/94,male
15347,15/08/92,female
15118,24/12/94,female
15426,9/11/1994,female
10666,29/08/96,female
1897,9/10/1995,male
19732,10/11/1997,female
21267,14/07/89,male
14327,23/06/90,female
842,24/07/92,female
20767,9/2/1993,female
7200,10/8/1988,male
5382,,female
13071,18/08/94,male
5935,11/7/1992,female
9746,8/10/1991,female
16695,28/11/91,male
20874,31/10/91,female
16735,11/4/1997,male
687,3/11/1994,female
1590,7/3/1998,female
18408,30/10/91,male
15690,21/10/93,male
14401,11/3/1996,male
18205,28/08/86,male
8233,24/02/89,female
7703,11/1/1994,male
3833,26/05/90,male
10505,11/5/1994,male
3222,15/01/90,female
16275,15/06/90,female
9389,7/1/1994,female
20889,6/1/1991,female
11522,2/9/1987,female
14155,29/10/89,male
2139,17/10/95,male
6065,21/05/91,male
6568,11/5/1990,male
15195,2/11/1991,female
16110,15/05/89,female
14773,19/04/94,female
5540,25/10/98,male
2909,6/3/1988,female
7637,16/06/95,female
13464,12/9/1992,male
6673,17/08/96,female
15283,4/2/1990,female
346,14/04/95,female
3276,5/1/1992,female
15122,12/5/1992,female
11457,27/04/88,female
16351,7/2/1987,male
291,24/03/90,male
12656,6/7/1989,male
7816,28/08/91,female
18813,3/10/1991,female
12121,3/10/1994,female
18491,26/11/90,female
4980,29/12/97,male
3687,29/01/90,male
2147,7/3/1992,male
12064,23/07/92,female
15386,4/5/1989,female
20703,21/08/97,female
11868,3/3/1995,male
20567,4/1/1991,male
1694,21/06/93,female
20276,7/12/1990,female
20270,22/03/93,female
20812,8/10/1995,female
20260,22/05/91,female
16089,11/1/1992,female
20362,5/2/1991,male
18327,26/02/91,female
18149,8/1/1987,male
6180,27/03/95,female
17876,25/03/94,male
6096,16/08/88,female
17610,7/12/1994,female
8779,18/04/92,female
18427,12/7/1989,male
5328,4/7/1991,female
13544,3/4/1991,male
4495,5/10/1992,male
15827,28/07/97,male
14651,7/8/1990,female
2559,28/03/90,female
17391,29/05/91,female
553,5/10/1993,male
9029,31/12/91,male
3798,10/8/1990,male
19191,12/8/1993,male
21358,24/12/93,male
20573,2/8/1995,female
12515,10/5/1991,male
20655,4/1/1996,female
10269,10/12/1993,female
6977,29/11/88,male
21125,28/03/98,male
1035,17/10/94,male
16817,10/2/1990,male
7037,18/05/93,female
15133,20/05/89,female
20912,25/11/95,female
9322,6/3/1995,female
3175,7/7/1989,female
12344,28/05/95,male
2336,18/07/92,female
14055,20/05/93,male
16994,18/11/88,female
5111,11/9/1995,female
4384,28/05/92,male
16307,26/03/90,male
12929,30/01/89,male
8098,3/3/1992,female
9048,5/5/1990,female
20638,23/04/94,male
5855,7/3/1987,male
3782,20/02/91,male
13542,29/03/90,female
17800,6/6/1987,male
940,10/8/1991,female
12404,6/4/1992,female
7119,27/04/90,male
18654,18/08/88,female
16042,29/03/96,male
8604,26/01/97,male
13892,30/08/90,female
12974,10/12/1992,female
2025,3/5/1992,male
11517,7/11/1986,male
9873,20/12/92,female
11670,13/09/92,female
13393,10/1/1989,female
4295,29/09/94,female
7939,20/01/92,female
10559,19/01/93,male
19583,15/01/92,male
4454,17/11/91,female
5109,29/10/95,male
15370,5/11/1993,female
3912,9/4/1994,female
18952,30/04/96,male
407,5/7/1991,female
14929,22/06/94,male
11413,28/11/95,male
11893,20/02/97,male
771,3/2/1994,male
16681,29/12/95,male
10313,15/09/91,male
19812,21/02/90,female
21274,6/2/1994,male
3894,15/10/94,male
10447,23/12/93,female
14794,15/11/90,male
12260,9/10/1994,male
11622,20/03/91,female
10862,8/7/1994,male
18804,12/5/1999,female
6283,30/03/88,male
8007,31/05/90,male
9142,7/5/1993,male
1972,26/04/92,male
19465,23/03/92,male
9999,11/2/1988,male
2049,6/8/1993,female
20923,23/11/91,female
16353,10/5/1993,male
3283,21/04/94,female
2955,9/5/1991,female
17129,21/04/91,female
20042,14/01/94,male
1862,1/1/1986,male
5637,1/6/2000,male
12683,15/07/88,male
15049,6/10/1995,female
18693,18/09/94,male
17475,28/10/90,female
17864,19/12/89,female
9184,3/10/1988,female
4681,9/6/1996,female
17260,25/09/86,female
14940,6/4/1995,female
5738,7/7/1991,female
11050,16/10/88,male
302,29/03/92,male
14113,2/8/1992,female
1432,9/1/1990,male
18179,1/5/1992,female
2616,1/7/1995,male
637,5/4/1989,male
2406,25/03/89,male
8605,2/8/1990,female
13656,13/02/91,female
11537,15/01/89,female
20763,24/05/89,male
15451,15/10/88,female
12595,11/1/1991,male
9171,29/06/97,male
3524,6/3/1990,female
3750,18/04/90,male
16508,4/9/1989,female
14294,25/12/87,female
1077,24/12/95,female
16732,3/5/2000,male
15999,2/6/1989,female
20352,30/03/90,female
2003,8/2/1992,female
9269,12/8/1995,female
19528,14/05/87,female
16150,21/03/93,male
12366,21/05/86,male
14379,12/4/1991,male
19114,16/02/89,female
7306,1/7/1999,female
1932,10/9/1990,female
1445,17/05/94,male
33,10/1/1996,male
5830,24/04/93,female
12440,23/07/84,female
4216,22/01/94,female
3623,6/5/1997,male
16363,18/03/89,male
18972,24/11/94,female
9466,4/9/1992,male
11142,23/10/87,female
20073,14/06/89,male
7372,26/06/90,male
11865,17/04/89,female
9664,6/8/1992,female
4508,29/11/95,male
6216,28/10/92,male
16337,3/10/1993,female
11649,30/06/92,female
20081,2/10/1992,female
1346,20/02/91,female
21326,29/10/89,female
13199,17/02/94,female
18172,5/5/1993,female
131,4/9/1991,female
15845,9/3/1989,female
8119,4/7/1993,male
789,25/01/98,female
21302,4/11/1989,male
10910,14/03/96,female
20219,3/9/1993,female
13206,1/12/1993,female
202,15/11/90,female
8097,30/07/97,male
15304,26/10/88,female
4442,21/08/93,male
4690,6/3/1989,male
17358,13/04/93,female
8434,11/5/1984,male
12391,25/12/91,female
7993,5/4/1993,male
12529,28/04/94,male
11083,23/03/99,female
20633,30/08/87,male
814,26/05/96,female
13485,7/10/1991,male
20084,29/12/89,male
16957,22/04/90,female
9055,29/06/92,female
18636,8/5/1994,female
14821,9/9/1990,female
19977,24/08/92,female
6805,10/11/1996,female
4719,5/3/1995,male
13161,29/08/90,female
2517,14/11/89,female
3168,27/04/99,male
20229,9/8/1991,female
16248,3/3/1993,male
9708,18/11/89,female
12109,26/03/92,male
774,16/02/93,female
1332,27/10/89,female
2694,28/04/89,male
19422,1/3/1989,female
17602,14/05/92,female
14945,20/12/90,male
12947,29/05/87,female
13720,29/08/92,female
10172,3/6/1994,female
1420,29/01/91,male
14725,14/12/94,male
5800,7/9/1989,female
16069,22/08/94,female
18181,17/03/93,male
2705,6/2/1989,male
11745,4/11/1994,male
17112,17/03/93,male
8718,24/02/91,female
757,15/04/91,female
5200,15/04/96,male
3414,8/9/1989,female
3530,7/10/1992,male
8591,29/11/91,female
9554,25/04/90,male
17740,13/01/90,male
12162,9/8/1991,male
4448,6/11/1989,male
20564,27/08/91,female
13745,1/12/1995,male
11315,5/1/1996,female
12578,6/12/1994,female
12703,2/4/1995,male
9941,21/06/93,female
8307,16/11/98,male
18314,1/5/1992,female
11624,28/07/90,male
4243,4/7/1990,female
15858,22/07/92,male
20297,25/09/95,female
825,18/08/86,female
12210,9/9/1994,female
14626,16/12/93,female
12496,27/06/92,female
14085,26/10/96,female
8367,18/05/96,female
13061,18/07/92,male
13926,8/8/1989,female
16573,25/09/93,female
13540,20/05/91,female
3289,9/2/1991,female
8870,11/11/1991,female
6270,6/2/1995,female
9137,10/9/1989,male
15505,9/3/1993,female
7927,28/05/95,female
1189,27/08/95,male
1548,1/11/1989,female
9058,17/04/92,male
2704,27/06/94,male
19115,3/10/1989,female
14145,17/06/90,female
17367,14/07/92,male
12739,10/12/1995,female
18703,29/11/92,male
13446,30/09/91,male
16113,18/04/95,male
4668,19/07/85,female
5638,14/11/92,male
8687,12/7/1995,male
9825,31/12/96,female
7016,29/07/89,male
2836,30/11/92,male
19231,25/08/92,female
15182,5/8/1994,male
15582,7/9/1990,female
7996,23/08/91,male
15687,15/08/95,male
17263,15/11/93,male
11247,6/4/1996,male
19219,31/05/91,female
3588,18/09/92,male
20902,28/01/90,male
14886,21/01/91,female
5783,14/05/90,male
2365,14/08/97,male
13152,29/08/94,female
18934,6/11/1995,male
18335,10/9/1996,male
21181,3/1/1995,male
13679,21/10/89,female
12751,2/6/1990,male
9250,16/07/88,female
19959,16/02/91,female
1822,12/3/1991,male
7484,29/07/93,male
13526,15/07/93,female
3101,30/08/93,male
14771,24/12/94,female
18198,4/5/1996,female
11411,9/5/1992,female
7114,25/12/88,female
2761,20/07/95,female
4260,2/2/1996,male
12579,11/11/1989,female
8805,5/2/1993,male
7504,12/5/1997,female
18402,12/4/1993,male
11218,3/5/1999,female
11143,4/1/1992,male
16682,17/11/93,female
2747,2/4/1996,female
19291,3/4/1992,male
1699,29/01/94,male
2610,31/10/88,female
21248,9/8/1994,male
4630,20/05/91,female
18653,23/05/95,male
14434,6/8/1991,female
2784,9/9/1990,male
1198,3/5/1990,female
12846,13/12/89,female
9627,14/01/96,male
4996,7/7/1987,female
12843,10/12/1987,female
13577,8/10/1992,female
2563,28/11/91,male
2988,9/12/1989,female
18596,29/03/97,male
19877,14/03/93,female
8800,29/05/91,female
13418,11/3/1991,female
6678,3/4/1991,female
9640,5/11/1995,male
12425,31/12/89,female
14005,26/01/90,female
2903,25/05/91,female
2392,8/5/1994,female
904,6/8/1995,female
10690,1/3/1993,female
17433,23/08/91,female
21092,20/10/95,male
10723,8/1/1994,male
11418,1/5/1991,female
3697,9/8/1991,male
15398,17/03/95,female
16454,8/5/1998,female
6484,9/8/1993,female
13556,9/10/1997,female
1490,13/02/97,female
429,4/12/1990,male
4239,21/01/92,female
8234,27/02/96,female
13262,28/07/93,male
18480,4/1/1993,male
12561,15/09/91,male
18823,20/10/89,male
11378,15/09/91,male
6309,9/3/1999,female
15752,14/11/91,female
3451,22/09/93,male
7225,10/4/1993,male
1873,25/12/92,male
5347,2/7/1993,female
19795,5/1/1994,female
6307,12/1/1990,female
18284,14/11/89,male
16022,27/10/88,female
12410,19/03/90,male
20054,28/06/90,female
18006,28/07/91,male
10787,14/02/96,female
5776,19/10/89,female
2146,18/07/93,female
11426,14/01/93,male
17580,10/11/1996,male
11917,1/3/1994,male
9830,26/03/84,male
1209,13/09/93,male
778,20/06/90,female
21273,22/06/89,male
16701,15/04/91,male
12457,6/2/1994,male
19777,8/1/1993,male
5757,17/05/91,female
13320,16/09/93,female
8239,24/03/96,female
6164,7/7/1995,female
10488,24/04/88,female
3901,20/08/90,male
6496,4/9/1990,male
17320,7/1/1990,female
14491,28/10/91,female
4910,4/4/1995,male
11728,8/5/1986,male
4172,13/07/93,female
555,3/10/1991,male
6543,22/01/92,female
14538,27/12/88,male
9667,10/1/1993,female
9283,8/8/1996,male
6924,5/9/1996,male
18606,26/03/95,female
16015,20/02/90,male
12377,27/11/88,female
5499,3/1/1993,female
2602,22/08/93,male
11053,23/07/90,male
5663,16/02/92,female
3444,7/5/1994,female
3876,6/5/1995,male
16525,8/2/1992,male
11342,30/07/89,male
279,11/6/1989,female
19234,11/5/1990,male
17262,10/12/1993,female
9849,1/3/1989,male
6088,18/02/98,female
15784,22/12/91,male
6083,27/06/90,female
20108,25/12/94,male
12999,11/4/1996,male
15521,6/4/1988,female
17038,7/4/1993,male
13980,16/02/93,male
20113,26/06/88,male
2930,24/11/90,female
3173,30/07/95,female
824,7/12/1991,female
7695,26/07/92,female
2381,16/06/89,female
11802,7/7/1988,female
20272,7/12/1996,male
16929,17/05/94,male
14280,22/01/88,female
18220,14/04/92,male
4421,22/05/92,male
8704,26/03/94,female
6574,9/1/1991,male
3079,7/2/1994,male
5555,26/03/92,female
7036,24/05/92,male
7002,18/03/94,female
1033,30/03/96,female
929,23/09/96,female
19480,27/06/94,female
9650,3/4/1994,male
2811,1/6/1991,female
18648,30/06/92,female
3261,3/4/1992,female
20093,23/04/95,female
18088,7/1/1994,male
7287,6/7/1994,female
123,17/11/95,female
6853,14/04/96,male
3646,17/07/87,female
20426,31/05/92,female
15805,28/12/89,female
14074,3/5/1992,male
16217,26/04/95,female
10864,24/12/88,male
3982,18/05/91,male
3125,3/12/1992,male
6909,25/11/95,male
3619,10/9/1992,female
17419,29/07/90,female
7092,23/08/89,male
957,3/3/1992,male
20171,16/05/93,female
18717,20/10/93,male
17002,29/07/91,female
21238,29/03/95,male
14512,3/10/1992,female
15153,7/9/1998,female
9060,29/10/88,female
10573,15/05/90,female
15560,16/06/93,female
9197,,female
15868,5/3/1991,female
8340,24/05/93,female
14137,18/07/94,male
3475,1/3/1994,male
20420,1/1/1994,male
1162,17/01/96,male
7795,17/05/90,male
20489,29/01/98,male
20365,13/10/92,male
16717,20/06/93,female
7049,13/10/97,female
1280,20/07/91,female
16666,1/7/1998,female
4204,16/12/94,female
12780,3/6/1995,male
14952,13/12/93,male
2103,30/03/94,male
1919,8/4/1990,male
16728,25/03/93,female
12127,1/6/1993,female
14205,29/01/93,male
11006,16/04/92,male
15878,6/11/1994,female
11064,11/3/1991,female
3539,25/06/92,female
20885,26/11/91,male
5827,4/1/1993,female
12534,8/1/1993,female
8235,11/12/1992,female
15828,14/10/94,male
8725,24/05/92,female
19904,8/6/1990,male
10285,9/5/1994,male
13794,24/12/92,female
19448,2/2/1991,female
8465,13/07/93,female
11531,17/11/93,male
872,18/06/92,female
15394,25/04/92,female
5495,30/09/88,male
444,9/7/1992,male
14578,13/05/90,male
1823,8/1/1993,female
18151,1/1/1990,male
20893,18/05/89,female
15407,12/4/1989,male
17470,28/06/96,male
9179,28/11/92,male
20045,21/12/95,female
441,5/9/1992,male
14431,30/11/92,female
18524,4/10/1995,female
8655,3/3/1996,female
13232,20/12/94,male
20016,5/4/1993,male
7645,18/01/92,female
20478,1/6/1989,female
9156,10/11/1987,female
9847,24/08/95,male
9874,26/05/92,female
10553,17/08/93,female
4764,17/06/93,female
11667,24/11/96,male
9642,31/08/91,female
8904,29/02/92,female
3606,3/1/1995,male
12447,24/09/92,male
18565,23/08/95,male
5537,18/08/00,male
3044,25/06/95,female
1575,19/03/94,male
18668,1/4/1996,female
11012,7/1/1993,female
13062,4/12/1987,female
19898,30/11/92,female
17050,22/09/93,male
20645,31/08/96,male
